gene_id	gene	product
I6J55_RS17205		FKBP-type peptidyl-prolyl cis-trans isomerase
I6J55_RS17210		helix-turn-helix domain-containing protein
I6J55_RS17215		OmpA family protein
I6J55_RS17220		FISUMP domain-containing protein
I6J55_RS17225		FISUMP domain-containing protein
I6J55_RS17230		PL29 family lyase N-terminal domain-containing protein
I6J55_RS17235		DUF4221 domain-containing protein
I6J55_RS17240	ilvD	dihydroxy-acid dehydratase
I6J55_RS17245	ilvB	biosynthetic-type acetolactate synthase large subunit
I6J55_RS17250	ilvN	acetolactate synthase small subunit
I6J55_RS17255		acyl-[acyl-carrier-protein] thioesterase
I6J55_RS17260		porin family protein
I6J55_RS17265	ilvC	ketol-acid reductoisomerase
I6J55_RS17270		LruC domain-containing protein
I6J55_RS17275		AAA domain-containing protein
I6J55_RS17280		aconitate hydratase
I6J55_RS17285	icd	NADP-dependent isocitrate dehydrogenase
I6J55_RS17290		citrate/2-methylcitrate synthase
I6J55_RS17295		DUF1295 domain-containing protein
I6J55_RS17300		NADH:flavin oxidoreductase
I6J55_RS17305		SDR family NAD(P)-dependent oxidoreductase
I6J55_RS17310	pfkA	6-phosphofructokinase
I6J55_RS17315		4-hydroxy-3-methylbut-2-enyl diphosphate reductase
I6J55_RS17320	cmk	(d)CMP kinase
I6J55_RS17325		energy transducer TonB
I6J55_RS17330		polyprenyl synthetase family protein
I6J55_RS17335		hypothetical protein
I6J55_RS17340		TatD family hydrolase
I6J55_RS17345		
I6J55_RS17350		MotA/TolQ/ExbB proton channel family protein
I6J55_RS17355		hypothetical protein
I6J55_RS17360		ExbD/TolR family protein
I6J55_RS17365		ExbD/TolR family protein
I6J55_RS17370		IgA Peptidase M64
I6J55_RS17375		Lrp/AsnC family transcriptional regulator
I6J55_RS17380		dihydrofolate reductase
I6J55_RS17385		thymidylate synthase
I6J55_RS17390	cls	cardiolipin synthase
I6J55_RS17395		DUF5056 domain-containing protein
I6J55_RS17400		RNA polymerase sigma factor
I6J55_RS17405		DUF6249 domain-containing protein
I6J55_RS17415		ORF6N domain-containing protein
I6J55_RS17420		methyltransferase RsmF C-terminal domain-like protein
I6J55_RS17425		hypothetical protein
I6J55_RS17430		family 43 glycosylhydrolase
I6J55_RS17435		TolC family protein
I6J55_RS17440		efflux RND transporter permease subunit
I6J55_RS17445		efflux RND transporter periplasmic adaptor subunit
I6J55_RS17450		DUF6769 family protein
I6J55_RS17455		hypothetical protein
I6J55_RS17460		ABC-F family ATP-binding cassette domain-containing protein
I6J55_RS17465		response regulator
I6J55_RS17470		inorganic phosphate transporter
I6J55_RS17475		RNA degradosome polyphosphate kinase
I6J55_RS17480		metallophosphoesterase family protein
I6J55_RS17485	rfbA	glucose-1-phosphate thymidylyltransferase RfbA
I6J55_RS17490	rfbB	dTDP-glucose 4,6-dehydratase
I6J55_RS17495		1,4-dihydroxy-2-naphthoate polyprenyltransferase
I6J55_RS17500		metallophosphoesterase
I6J55_RS17505	nadD	nicotinate (nicotinamide) nucleotide adenylyltransferase
I6J55_RS17510	gmk	guanylate kinase
I6J55_RS17515		YicC/YloC family endoribonuclease
I6J55_RS17520		hypothetical protein
I6J55_RS17525		sensor histidine kinase
I6J55_RS17530	tsaB	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB
I6J55_RS17535		DUF4290 domain-containing protein
I6J55_RS17540	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
I6J55_RS17545	rimM	ribosome maturation factor RimM
I6J55_RS17550		M23 family metallopeptidase
I6J55_RS17555		1-deoxy-D-xylulose-5-phosphate reductoisomerase
I6J55_RS17560	rseP	RIP metalloprotease RseP
I6J55_RS17565		hypothetical protein
I6J55_RS17570	phnX	phosphonoacetaldehyde hydrolase
I6J55_RS17575		2-aminoethylphosphonate--pyruvate transaminase
I6J55_RS17580		MFS transporter
I6J55_RS17585	nrdG	anaerobic ribonucleoside-triphosphate reductase activating protein
I6J55_RS17590		anaerobic ribonucleoside triphosphate reductase
I6J55_RS17595	trhA	PAQR family membrane homeostasis protein TrhA
I6J55_RS17600		diaminopimelate dehydrogenase
I6J55_RS17605	ruvA	Holliday junction branch migration protein RuvA
I6J55_RS17610		hypothetical protein
I6J55_RS17615		ImmA/IrrE family metallo-endopeptidase
I6J55_RS17620		helix-turn-helix domain-containing protein
I6J55_RS17625		GNAT family N-acetyltransferase
I6J55_RS17630		DUF3843 family protein
I6J55_RS17635		hypothetical protein
I6J55_RS17640	rpiA	ribose 5-phosphate isomerase A
I6J55_RS17645		smalltalk protein
I6J55_RS17650		HU family DNA-binding protein
I6J55_RS17655		DUF4248 domain-containing protein
I6J55_RS22075		virulence RhuM family protein
I6J55_RS17665		Txe/YoeB family addiction module toxin
I6J55_RS17670		hypothetical protein
I6J55_RS17675		VapE domain-containing protein
I6J55_RS17680		hypothetical protein
I6J55_RS17685	uphY	capsular polysaccharide transcription antiterminator UphY
I6J55_RS17690		UpxZ family transcription anti-terminator antagonist
I6J55_RS17695		MraY family glycosyltransferase
I6J55_RS17700	rfbH	lipopolysaccharide biosynthesis protein RfbH
I6J55_RS17705	rfbF	glucose-1-phosphate cytidylyltransferase
I6J55_RS17710	rfbG	CDP-glucose 4,6-dehydratase
I6J55_RS17715		NAD-dependent epimerase/dehydratase family protein
I6J55_RS17720		GDP-mannose 4,6-dehydratase
I6J55_RS17725		oligosaccharide flippase family protein
I6J55_RS17730		glycosyltransferase
I6J55_RS17735		glycosyltransferase family 2 protein
I6J55_RS17740		glycosyltransferase family 2 protein
I6J55_RS17745		hypothetical protein
I6J55_RS17750		glycosyltransferase family 2 protein
I6J55_RS17755		glycosyltransferase family 32 protein
I6J55_RS17760		glycosyltransferase family 2 protein
I6J55_RS17765		NAD-dependent epimerase/dehydratase family protein
I6J55_RS17770	rfbA	glucose-1-phosphate thymidylyltransferase RfbA
I6J55_RS17775	rfbC	dTDP-4-dehydrorhamnose 3,5-epimerase
I6J55_RS17780		CpsB/CapC family capsule biosynthesis tyrosine phosphatase
I6J55_RS17785		cold-shock protein
I6J55_RS17790		ChaN family lipoprotein
I6J55_RS17795		M16 family metallopeptidase
I6J55_RS17800		DUF4929 domain-containing protein
I6J55_RS17805		RagB/SusD family nutrient uptake outer membrane protein
I6J55_RS17810		SusC/RagA family TonB-linked outer membrane protein
I6J55_RS17815		hypothetical protein
I6J55_RS17820		CCA tRNA nucleotidyltransferase
I6J55_RS17825		WD40 repeat domain-containing protein
I6J55_RS17830		caspase family protein
I6J55_RS17835		M24 family metallopeptidase
I6J55_RS17840	gdhA	NADP-specific glutamate dehydrogenase
I6J55_RS21990		peptidase
I6J55_RS17845		PEP/pyruvate-binding domain-containing protein
I6J55_RS17850		DUF4493 domain-containing protein
I6J55_RS17855		DUF4493 domain-containing protein
I6J55_RS17860		DUF4493 domain-containing protein
I6J55_RS17865		hypothetical protein
I6J55_RS17870		PCMD domain-containing protein
I6J55_RS17875		DUF4493 domain-containing protein
I6J55_RS17880		DUF4493 domain-containing protein
I6J55_RS17885		hypothetical protein
I6J55_RS17890		hypothetical protein
I6J55_RS17895		helix-turn-helix domain-containing protein
I6J55_RS17900		hypothetical protein
I6J55_RS17905		BT_3987 domain-containing protein
I6J55_RS17910		DUF1735 and LamG domain-containing protein
I6J55_RS17915		endo-beta-N-acetylglucosaminidase family protein
I6J55_RS17920		RagB/SusD family nutrient uptake outer membrane protein
I6J55_RS17925		SusC/RagA family TonB-linked outer membrane protein
I6J55_RS17930		FecR family protein
I6J55_RS17935		RNA polymerase sigma-70 factor
I6J55_RS17940		NADP-specific glutamate dehydrogenase
I6J55_RS17945		hypothetical protein
I6J55_RS17950		NADP-dependent malic enzyme
I6J55_RS17955		hypothetical protein
I6J55_RS17960		cell division protein ZapA
I6J55_RS17965	rny	ribonuclease Y
I6J55_RS17970		copper homeostasis protein CutC
I6J55_RS17975		PepSY-like domain-containing protein
I6J55_RS17980		acyltransferase
I6J55_RS17985		5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase family protein
I6J55_RS17990		YbaN family protein
I6J55_RS17995	queD	6-carboxytetrahydropterin synthase QueD
I6J55_RS18000		7-carboxy-7-deazaguanine synthase QueE
I6J55_RS18005		(Fe-S)-binding protein
I6J55_RS18010		lactate utilization protein B
I6J55_RS18015		LutC/YkgG family protein
I6J55_RS18020		pyridoxamine kinase
I6J55_RS18025		hypothetical protein
I6J55_RS18030		vWA domain-containing protein
I6J55_RS18035		RNA polymerase sigma factor
I6J55_RS18040		energy transducer TonB
I6J55_RS18045		
I6J55_RS18050		arsenate reductase family protein
I6J55_RS18055		uracil-DNA glycosylase family protein
I6J55_RS18060		nucleoside-specific channel-forming Tsx family protein
I6J55_RS18065		nucleobase:cation symporter-2 family protein
I6J55_RS18070		KamA family radical SAM protein
I6J55_RS18075		hypothetical protein
I6J55_RS18080		site-specific integrase
I6J55_RS18085		reverse transcriptase/maturase family protein
I6J55_RS18090		hypothetical protein
I6J55_RS18095		helix-turn-helix domain-containing protein
I6J55_RS18100		helix-turn-helix domain-containing protein
I6J55_RS18105		helix-turn-helix domain-containing protein
I6J55_RS18110		helix-turn-helix domain-containing protein
I6J55_RS18115		DUF3945 domain-containing protein
I6J55_RS18120	topB	type IA DNA topoisomerase
I6J55_RS18125		DUF1896 domain-containing protein
I6J55_RS18130		N-6 DNA methylase
I6J55_RS18135	ltrA	group II intron reverse transcriptase/maturase
I6J55_RS18140		DNA methylase
I6J55_RS18145	tet(Q)	tetracycline resistance ribosomal protection protein Tet(Q)
I6J55_RS18150		hybrid sensor histidine kinase/response regulator
I6J55_RS18155		sigma-54-dependent transcriptional regulator
I6J55_RS18160		dihydrofolate reductase family protein
I6J55_RS18165		RteC domain-containing protein
I6J55_RS18170		ATP-binding protein
I6J55_RS18175		P-loop NTPase fold protein
I6J55_RS18180	mobC	conjugal transfer protein MobC
I6J55_RS18185	mobB	conjugal transfer protein MobB
I6J55_RS18190	mobA	conjugal transfer protein MobA
I6J55_RS21805		hypothetical protein
I6J55_RS18195		ParA family protein
I6J55_RS18200		DUF3408 domain-containing protein
I6J55_RS18205		DUF3408 domain-containing protein
I6J55_RS18210		hypothetical protein
I6J55_RS18215		DUF4134 domain-containing protein
I6J55_RS18220		DUF4133 domain-containing protein
I6J55_RS18225		TraG family conjugative transposon ATPase
I6J55_RS18230		DUF3876 domain-containing protein
I6J55_RS18235		DUF4141 domain-containing protein
I6J55_RS18240	traJ	conjugative transposon protein TraJ
I6J55_RS18245	traK	conjugative transposon protein TraK
I6J55_RS18250		TraL conjugative transposon family protein
I6J55_RS18255	traM	conjugative transposon protein TraM
I6J55_RS18260	traN	conjugative transposon protein TraN
I6J55_RS18265		conjugal transfer protein TraO
I6J55_RS18270		toprim domain-containing protein
I6J55_RS18275		DUF3872 domain-containing protein
I6J55_RS18280		glycoside hydrolase family protein
I6J55_RS21995		hypothetical protein
I6J55_RS18295		hypothetical protein
I6J55_RS18300		DUF6956 domain-containing protein
I6J55_RS18305		DUF3873 domain-containing protein
I6J55_RS18310		hypothetical protein
I6J55_RS18315		PcfJ domain-containing protein
I6J55_RS18320		PcfK-like family protein
I6J55_RS18325		hypothetical protein
I6J55_RS18330		hypothetical protein
I6J55_RS22135		hypothetical protein
I6J55_RS18340		alanine/glycine:cation symporter family protein
I6J55_RS18345		AlbA family DNA-binding domain-containing protein
I6J55_RS18350		histone H1
I6J55_RS18355	msrB	peptide-methionine (R)-S-oxide reductase MsrB
I6J55_RS18360		helix-turn-helix transcriptional regulator
I6J55_RS18365		putative DNA modification/repair radical SAM protein
I6J55_RS18370		TIGR03915 family putative DNA repair protein
I6J55_RS18375		MgtC/SapB family protein
I6J55_RS18380		ribosomal maturation YjgA family protein
I6J55_RS18385		DUF3320 domain-containing protein
I6J55_RS18390		ion transporter
I6J55_RS18395		lytic transglycosylase domain-containing protein
I6J55_RS18400		HYC_CC_PP family protein
I6J55_RS18405		efflux RND transporter permease subunit
I6J55_RS18410		TolC family protein
I6J55_RS18415		efflux RND transporter periplasmic adaptor subunit
I6J55_RS18420		histidine kinase
I6J55_RS18425		fimbrillin family protein
I6J55_RS18430		fimbrillin family protein
I6J55_RS18435		HAD family hydrolase
I6J55_RS18440		ABC transporter permease
I6J55_RS18445		hypothetical protein
I6J55_RS18450		DUF6078 family protein
I6J55_RS18455		hypothetical protein
I6J55_RS18460		hypothetical protein
I6J55_RS18465		hypothetical protein
I6J55_RS18470		homocysteine S-methyltransferase family protein
I6J55_RS18475		N-acetylmuramoyl-L-alanine amidase family protein
I6J55_RS18480		O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein
I6J55_RS18485		TolC family protein
I6J55_RS18490		efflux RND transporter permease subunit
I6J55_RS18495		efflux RND transporter periplasmic adaptor subunit
I6J55_RS18500		helix-turn-helix domain-containing protein
I6J55_RS18505		hypothetical protein
I6J55_RS18510		YciI family protein
I6J55_RS18515		IMP dehydrogenase
I6J55_RS18520		serine hydrolase
I6J55_RS18525		isochorismatase family protein
I6J55_RS18530		acyl-CoA carboxylase subunit beta
I6J55_RS18535		acetyl-CoA carboxylase biotin carboxyl carrier protein subunit
I6J55_RS18540	accC	acetyl-CoA carboxylase biotin carboxylase subunit
I6J55_RS18545		cation:proton antiporter domain-containing protein
I6J55_RS18550		peroxiredoxin family protein
I6J55_RS18555	pncB	nicotinate phosphoribosyltransferase
I6J55_RS18560		helix-turn-helix domain-containing protein
I6J55_RS18565		site-specific integrase
I6J55_RS18570		helix-turn-helix domain-containing protein
I6J55_RS18575		fimbrial protein
I6J55_RS18580		FimB/Mfa2 family fimbrial subunit
I6J55_RS18585		DUF1566 domain-containing protein
I6J55_RS18590		fimbrillin family protein
I6J55_RS18595		DUF4906 domain-containing protein
I6J55_RS18600		Lcl domain-containing protein
I6J55_RS21810		hypothetical protein
I6J55_RS18605		DUF3575 domain-containing protein
I6J55_RS18610		tetratricopeptide repeat protein
I6J55_RS18615	hdhA	7alpha-hydroxysteroid dehydrogenase
I6J55_RS18620		DUF6845 domain-containing protein
I6J55_RS18625		thiol-disulfide oxidoreductase DCC family protein
I6J55_RS18630		MaoC family dehydratase
I6J55_RS18635	ric	iron-sulfur cluster repair di-iron protein
I6J55_RS18640		hypothetical protein
I6J55_RS18645		fimbrillin family protein
I6J55_RS18650		AraC family transcriptional regulator
I6J55_RS18655	ung	uracil-DNA glycosylase
I6J55_RS18660		cupin domain-containing protein
I6J55_RS21910		MATE family efflux transporter
I6J55_RS18670		GNAT family N-acetyltransferase
I6J55_RS18675		glycoside hydrolase family 76 protein
I6J55_RS18680		SusC/RagA family TonB-linked outer membrane protein
I6J55_RS18685		RagB/SusD family nutrient uptake outer membrane protein
I6J55_RS18690		glycoside hydrolase family protein
I6J55_RS18695		MGH1-like glycoside hydrolase domain-containing protein
I6J55_RS18700		sialate O-acetylesterase
I6J55_RS18705		glycoside hydrolase family 97 protein
I6J55_RS18710		hybrid sensor histidine kinase/response regulator transcription factor
I6J55_RS18715		AraC family transcriptional regulator
I6J55_RS18720		nitroreductase family protein
I6J55_RS18725		sugar O-acetyltransferase
I6J55_RS18730		HAD family hydrolase
I6J55_RS18735		
I6J55_RS18740	thiL	thiamine-phosphate kinase
I6J55_RS18745		purine-nucleoside phosphorylase
I6J55_RS18750	lpxK	tetraacyldisaccharide 4'-kinase
I6J55_RS18755	sppA	signal peptide peptidase SppA
I6J55_RS18760		ferritin-like domain-containing protein
I6J55_RS18765		hypothetical protein
I6J55_RS18770		hypothetical protein
I6J55_RS18775		
I6J55_RS18780		
I6J55_RS18785		
I6J55_RS18790		
I6J55_RS18795	rrf	
I6J55_RS18800		hypothetical protein
I6J55_RS18805		2-isopropylmalate synthase
I6J55_RS18810	leuC	3-isopropylmalate dehydratase large subunit
I6J55_RS18815	leuD	3-isopropylmalate dehydratase small subunit
I6J55_RS18820		alpha-isopropylmalate synthase regulatory domain-containing protein
I6J55_RS18825	leuB	3-isopropylmalate dehydrogenase
I6J55_RS18830		glycosyltransferase
I6J55_RS18835		lipid-A-disaccharide synthase N-terminal domain-containing protein
I6J55_RS18840		ArnT family glycosyltransferase
I6J55_RS18845		NAD-dependent epimerase/dehydratase family protein
I6J55_RS18850		SusC/RagA family TonB-linked outer membrane protein
I6J55_RS18855		RagB/SusD family nutrient uptake outer membrane protein
I6J55_RS18860		hypothetical protein
I6J55_RS18865		TonB-dependent receptor
I6J55_RS18870		phosphatase PAP2 family protein
I6J55_RS18875		LTA synthase family protein
I6J55_RS18880	cysK	cysteine synthase A
I6J55_RS18885		tetratricopeptide repeat protein
I6J55_RS18890	recQ	DNA helicase RecQ
I6J55_RS18895		helix-turn-helix domain-containing protein
I6J55_RS18900		dipeptidyl-peptidase 3 family protein
I6J55_RS18905		DNA alkylation repair protein
I6J55_RS18910		ArnT family glycosyltransferase
I6J55_RS18915		Fur family transcriptional regulator
I6J55_RS18920		adenylosuccinate synthase
I6J55_RS18925		alpha-L-fucosidase
I6J55_RS18930		zinc metallopeptidase
I6J55_RS18935		6-bladed beta-propeller
I6J55_RS18940		TPR end-of-group domain-containing protein
I6J55_RS18945	hisS	histidine--tRNA ligase
I6J55_RS18950		S9 family peptidase
I6J55_RS18955		GH92 family glycosyl hydrolase
I6J55_RS18960		glycosyltransferase family 4 protein
I6J55_RS18965		lysylphosphatidylglycerol synthase transmembrane domain-containing protein
I6J55_RS18970		hypothetical protein
I6J55_RS21825		hypothetical protein
I6J55_RS18975		sigma-70 family RNA polymerase sigma factor
I6J55_RS18980		hypothetical protein
I6J55_RS18985		polyphosphate kinase 2 family protein
I6J55_RS18990		DUF3575 domain-containing protein
I6J55_RS18995		tetratricopeptide repeat protein
I6J55_RS19000		hypothetical protein
I6J55_RS19005		hypothetical protein
I6J55_RS19010		DUF5031 domain-containing protein
I6J55_RS19015		hypothetical protein
I6J55_RS19020		FimB/Mfa2 family fimbrial subunit
I6J55_RS19025		co-chaperone GroES
I6J55_RS19030	groL	chaperonin GroEL
I6J55_RS19035		6-bladed beta-propeller
I6J55_RS21830		carboxypeptidase-like regulatory domain-containing protein
I6J55_RS21835		Kelch repeat-containing protein
I6J55_RS19045		flavodoxin family protein
I6J55_RS19050		thiamine pyrophosphate-dependent enzyme
I6J55_RS19055		winged helix-turn-helix domain-containing protein
I6J55_RS19060		DUF6249 domain-containing protein
I6J55_RS19065		RNA polymerase sigma factor
I6J55_RS19070		hypothetical protein
I6J55_RS19075		threonine aldolase family protein
I6J55_RS19080		TlpA family protein disulfide reductase
I6J55_RS19085		BamA/TamA family outer membrane protein
I6J55_RS19090		phosphoethanolamine transferase
I6J55_RS19095		sensor histidine kinase
I6J55_RS19100		DnaJ C-terminal domain-containing protein
I6J55_RS19105		chaperone modulator CbpM
I6J55_RS19110		glycoside hydrolase family 2 TIM barrel-domain containing protein
I6J55_RS19115		acyl-CoA dehydrogenase family protein
I6J55_RS19120		electron transfer flavoprotein subunit alpha/FixB family protein
I6J55_RS19125		electron transfer flavoprotein subunit beta/FixA family protein
I6J55_RS19130		alpha-L-fucosidase
I6J55_RS19135		RagB/SusD family nutrient uptake outer membrane protein
I6J55_RS19140		SusC/RagA family TonB-linked outer membrane protein
I6J55_RS19145		transporter
I6J55_RS19150		sensor histidine kinase
I6J55_RS19155		LytR/AlgR family response regulator transcription factor
I6J55_RS19160		C1 family peptidase
I6J55_RS19165		helix-turn-helix domain-containing protein
I6J55_RS19170		efflux RND transporter periplasmic adaptor subunit
I6J55_RS19175		efflux RND transporter permease subunit
I6J55_RS19180		TolC family protein
I6J55_RS19185		copper resistance protein NlpE
I6J55_RS19190		hypothetical protein
I6J55_RS19195		DUF4270 family protein
I6J55_RS19200		Kelch repeat-containing protein
I6J55_RS19205		DUF4907 domain-containing protein
I6J55_RS19210		cation:proton antiporter
I6J55_RS19215		patatin-like phospholipase family protein
I6J55_RS19220		type 1 glutamine amidotransferase domain-containing protein
I6J55_RS19225		nitroreductase family protein
I6J55_RS19230		MFS transporter
I6J55_RS19235		hypothetical protein
I6J55_RS19240		BT1926 family outer membrane beta-barrel protein
I6J55_RS19245		helix-turn-helix domain-containing protein
I6J55_RS19250		TonB-dependent receptor
I6J55_RS19255		GH32 C-terminal domain-containing protein
I6J55_RS19260		MFS transporter
I6J55_RS19265		carbohydrate kinase family protein
I6J55_RS19270		hybrid sensor histidine kinase/response regulator transcription factor
I6J55_RS19275		MGMT family protein
I6J55_RS19280		quaternary amine ABC transporter ATP-binding protein
I6J55_RS19285		ABC transporter permease
I6J55_RS19290		glycine betaine ABC transporter substrate-binding protein
I6J55_RS19295		acetyltransferase
I6J55_RS19300	nifJ	pyruvate:ferredoxin (flavodoxin) oxidoreductase
I6J55_RS19305		DUF4870 domain-containing protein
I6J55_RS19310		ATP-binding protein
I6J55_RS19315		hypothetical protein
I6J55_RS19320		sensor histidine kinase
I6J55_RS19325		glycoside hydrolase family 10 protein
I6J55_RS19330		carbon starvation CstA family protein
I6J55_RS19335		hypothetical protein
I6J55_RS19340		outer membrane beta-barrel protein
I6J55_RS19345	uvrA	excinuclease ABC subunit UvrA
I6J55_RS19350		glycoside hydrolase family 10 protein
I6J55_RS19355		chromate transporter
I6J55_RS19360		chromate transporter
I6J55_RS19365		hybrid sensor histidine kinase/response regulator transcription factor
I6J55_RS19370	purL	phosphoribosylformylglycinamidine synthase
I6J55_RS19375		LruC domain-containing protein
I6J55_RS19380		TolC family protein
I6J55_RS19385		efflux RND transporter permease subunit
I6J55_RS19390		efflux RND transporter periplasmic adaptor subunit
I6J55_RS19395		glycoside hydrolase family 65 protein
I6J55_RS19400		MFS transporter
I6J55_RS19405		LacI family DNA-binding transcriptional regulator
I6J55_RS19410		SusC/RagA family TonB-linked outer membrane protein
I6J55_RS19415		RagB/SusD family nutrient uptake outer membrane protein
I6J55_RS19420		SusF/SusE family outer membrane protein
I6J55_RS19425		alpha-amylase family glycosyl hydrolase
I6J55_RS19430		M48 family metallopeptidase
I6J55_RS19435		hypothetical protein
I6J55_RS19440		type B 50S ribosomal protein L31
I6J55_RS19445		endonuclease/exonuclease/phosphatase family protein
I6J55_RS19450		class II fructose-bisphosphate aldolase
I6J55_RS19455		MFS transporter
I6J55_RS19460		HlyD family secretion protein
I6J55_RS19465		MarR family winged helix-turn-helix transcriptional regulator
I6J55_RS19470		glycoside hydrolase family 13 protein
I6J55_RS19475		tetratricopeptide repeat protein
I6J55_RS19480		tetratricopeptide repeat protein
I6J55_RS19485		sodium ion-translocating decarboxylase subunit beta
I6J55_RS19490		acetyl-CoA carboxylase biotin carboxyl carrier protein
I6J55_RS19495		OadG family transporter subunit
I6J55_RS19500		acyl-CoA carboxylase subunit beta
I6J55_RS19505	mce	methylmalonyl-CoA epimerase
I6J55_RS19510		GNAT family N-acetyltransferase
I6J55_RS19515		beta-class carbonic anhydrase
I6J55_RS19520		nitroreductase family protein
I6J55_RS19525		hypothetical protein
I6J55_RS19530		Rossmann-like and DUF2520 domain-containing protein
I6J55_RS19535		KdsC family phosphatase
I6J55_RS19540		Maf-like protein
I6J55_RS19545		hypothetical protein
I6J55_RS19550		hypothetical protein
I6J55_RS19555		MBOAT family O-acyltransferase
I6J55_RS19560		acyl carrier protein
I6J55_RS19565		amino acid adenylation domain-containing protein
I6J55_RS19570		glycoside hydrolase family 16 protein
I6J55_RS19575		hypothetical protein
I6J55_RS19580		DUF3836 domain-containing protein
I6J55_RS19585		tetratricopeptide repeat protein
I6J55_RS19590		DUF418 domain-containing protein
I6J55_RS19595		porin family protein
I6J55_RS19600		ABC transporter substrate-binding protein
I6J55_RS19605		phosphoglycerate kinase
I6J55_RS19610	nth	endonuclease III
I6J55_RS19615		MFS transporter
I6J55_RS19620	pheS	phenylalanine--tRNA ligase subunit alpha
I6J55_RS19625		hypothetical protein
I6J55_RS19630		
I6J55_RS19635		DUF4286 family protein
I6J55_RS19640	ruvC	crossover junction endodeoxyribonuclease RuvC
I6J55_RS19645	pulA	type I pullulanase
I6J55_RS19650		RNA polymerase sigma-70 factor
I6J55_RS19655		FecR family protein
I6J55_RS19660		SusC/RagA family TonB-linked outer membrane protein
I6J55_RS19665		RagB/SusD family nutrient uptake outer membrane protein
I6J55_RS19670		beta-N-acetylhexosaminidase
I6J55_RS19675		arylsulfatase
I6J55_RS19680		ATP-binding cassette domain-containing protein
I6J55_RS19685		PDZ domain-containing protein
I6J55_RS19690	gpmA	2,3-diphosphoglycerate-dependent phosphoglycerate mutase
I6J55_RS19695		class I fructose-bisphosphate aldolase
I6J55_RS19700		ligand-binding sensor domain-containing protein
I6J55_RS19705		beta-N-acetylhexosaminidase
I6J55_RS19710		arylsulfatase
I6J55_RS19715		sulfatase family protein
I6J55_RS19720		glycoside hydrolase family 20 protein
I6J55_RS19725		glycoside hydrolase family 2 TIM barrel-domain containing protein
I6J55_RS19730		alpha-L-fucosidase
I6J55_RS19735	fsa	fructose-6-phosphate aldolase
I6J55_RS19740		mechanosensitive ion channel family protein
I6J55_RS19745		endonuclease/exonuclease/phosphatase family protein
I6J55_RS19750		aminoacyl-histidine dipeptidase
I6J55_RS19755		hypothetical protein
I6J55_RS19760		OmpH family outer membrane protein
I6J55_RS19765		LytTR family DNA-binding domain-containing protein
I6J55_RS19770		TonB-dependent receptor plug domain-containing protein
I6J55_RS19775		DUF2141 domain-containing protein
I6J55_RS19780		hypothetical protein
I6J55_RS19785		FtsB family cell division protein
I6J55_RS19790		DNA polymerase III subunit gamma/tau
I6J55_RS19795		GIN domain-containing protein
I6J55_RS19800		TonB-dependent receptor
I6J55_RS19805		DUF4876 domain-containing protein
I6J55_RS19810		DUF6850 family outer membrane beta-barrel protein
I6J55_RS19815		hypothetical protein
I6J55_RS19820		PepSY-associated TM helix domain-containing protein
I6J55_RS19825		ABC transporter ATP-binding protein
I6J55_RS19830		hypothetical protein
I6J55_RS19835		DUF4857 domain-containing protein
I6J55_RS19840		
I6J55_RS19845		CapA family protein
I6J55_RS19850		redoxin domain-containing protein
I6J55_RS19855	folD	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD
I6J55_RS19860		TlpA disulfide reductase family protein
I6J55_RS19865	ffh	signal recognition particle protein
I6J55_RS19870		MATE family efflux transporter
I6J55_RS19875		sensor histidine kinase
I6J55_RS19880		ATP-binding protein
I6J55_RS19885	rho	transcription termination factor Rho
I6J55_RS19890		4Fe-4S binding protein
I6J55_RS19895		DUF202 domain-containing protein
I6J55_RS19900		YihY/virulence factor BrkB family protein
I6J55_RS19905		alpha-amylase
I6J55_RS19910		ketoacyl-ACP synthase III
I6J55_RS19915		GGGtGRT protein
I6J55_RS19920		iron-sulfur cluster assembly scaffold protein
I6J55_RS19925		HsmA family protein
I6J55_RS19930		DMP19 family protein
I6J55_RS19935		hypothetical protein
I6J55_RS19940		Yip1 family protein
I6J55_RS19945	smpB	SsrA-binding protein
I6J55_RS19950	metH	methionine synthase
I6J55_RS19955		nitroreductase family protein
I6J55_RS22085		symporter small accessory protein
I6J55_RS19960		sodium:solute symporter family protein
I6J55_RS19965		MltF family protein
I6J55_RS19970	udk	uridine kinase
I6J55_RS19975		Dabb family protein
I6J55_RS19980		protein-disulfide reductase DsbD family protein
I6J55_RS19985		pirin family protein
I6J55_RS19990		PaaI family thioesterase
I6J55_RS19995	hisG	ATP phosphoribosyltransferase
I6J55_RS20000	hisD	histidinol dehydrogenase
I6J55_RS20005	hisC	histidinol-phosphate transaminase
I6J55_RS20010	hisB	bifunctional histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase HisB
I6J55_RS20015		metallophosphoesterase family protein
I6J55_RS20020		SusD/RagB family nutrient-binding outer membrane lipoprotein
I6J55_RS20025		SusC/RagA family TonB-linked outer membrane protein
I6J55_RS20030		hypothetical protein
